	Cardio	CparvumIowaII	CveliaCCMP	Neph10	Pfalciparum3D7	Tgondii	Total
OG0005399	0	1	1	0	0	1	3
OG0005400	0	1	1	0	0	1	3
OG0005401	0	1	0	0	1	1	3
OG0005402	0	2	1	0	0	0	3
OG0005403	0	1	2	0	0	0	3
OG0005404	0	1	0	0	1	1	3
OG0005405	0	2	1	0	0	0	3
OG0005406	0	2	0	0	1	0	3
OG0005407	0	1	1	0	1	0	3
OG0005408	0	1	0	0	1	1	3
OG0005409	0	1	0	0	1	1	3
OG0005410	0	1	0	0	1	1	3
OG0005411	0	1	2	0	0	0	3
OG0005412	0	1	1	0	0	1	3
OG0005413	0	1	1	0	0	1	3
OG0005414	0	1	0	2	0	0	3
OG0005415	0	1	0	0	1	1	3
OG0005416	0	1	1	0	0	1	3
OG0005417	0	1	0	0	1	1	3
OG0005418	0	1	0	2	0	0	3
OG0005419	0	1	1	0	0	1	3
OG0005420	0	1	1	0	0	1	3
OG0005421	0	1	0	0	1	1	3
OG0005422	0	1	0	2	0	0	3
OG0005423	0	1	1	0	0	1	3
OG0005424	0	1	2	0	0	0	3
OG0005425	0	1	1	0	0	1	3
OG0005426	0	1	1	0	0	1	3
OG0005427	0	1	0	0	1	1	3
OG0005428	0	1	0	0	1	1	3
OG0005429	0	1	1	0	0	1	3
OG0005430	0	1	1	0	0	1	3
OG0005431	0	1	0	0	1	1	3
OG0005432	0	1	0	2	0	0	3
OG0005433	0	1	1	0	0	1	3
OG0005434	0	1	1	0	0	1	3
OG0005435	0	1	0	0	1	1	3
OG0005436	0	1	2	0	0	0	3
OG0005437	0	1	0	0	1	1	3
OG0005438	0	1	0	0	1	1	3
OG0005439	0	1	1	0	1	0	3
OG0005440	0	1	1	0	0	1	3
OG0005441	0	1	1	0	0	1	3
OG0005442	0	1	0	0	1	1	3
OG0005443	0	1	0	0	1	1	3
OG0005444	0	1	1	0	0	1	3
OG0005445	0	1	1	0	0	1	3
OG0005446	0	1	0	0	1	1	3
OG0005447	0	1	0	0	1	1	3
OG0005448	0	2	1	0	0	0	3
OG0005449	0	1	2	0	0	0	3
OG0005450	0	1	0	0	1	1	3
OG0005451	0	1	2	0	0	0	3
OG0005452	0	1	1	0	1	0	3
OG0005453	0	1	0	0	1	1	3
OG0005454	0	1	0	0	1	1	3
OG0005455	0	1	1	0	1	0	3
OG0005456	0	1	1	0	0	1	3
OG0005457	0	1	1	0	0	1	3
OG0005458	0	2	1	0	0	0	3
OG0005459	0	1	0	0	1	1	3
OG0005460	0	1	1	0	0	1	3
OG0005461	0	1	1	0	0	1	3
OG0005462	0	1	0	0	1	1	3
OG0005463	0	1	0	0	1	1	3
OG0005464	0	1	1	0	0	1	3
OG0005465	0	0	3	0	0	0	3
OG0005466	0	0	1	0	1	1	3
OG0005467	0	0	1	0	1	1	3
OG0005468	0	0	1	0	1	1	3
OG0005469	0	0	2	0	0	1	3
OG0005470	0	0	1	0	1	1	3
OG0005471	0	0	1	0	1	1	3
OG0005472	0	0	3	0	0	0	3
OG0005473	0	0	2	0	0	1	3
OG0005474	0	0	2	0	1	0	3
OG0005475	0	0	1	0	1	1	3
OG0005476	0	0	2	0	0	1	3
OG0005477	0	0	1	0	1	1	3
OG0005478	0	0	1	0	1	1	3
OG0005479	0	0	2	0	0	1	3
OG0005480	0	0	1	0	0	2	3
OG0005481	0	0	3	0	0	0	3
OG0005482	0	0	1	0	1	1	3
OG0005483	0	0	1	0	0	2	3
OG0005484	0	0	1	0	1	1	3
OG0005485	0	0	2	0	0	1	3
OG0005486	0	0	2	0	0	1	3
OG0005487	0	0	1	0	1	1	3
OG0005488	0	0	1	0	1	1	3
OG0005489	0	0	1	0	1	1	3
OG0005490	0	0	2	0	1	0	3
OG0005491	0	0	1	2	0	0	3
OG0005492	0	0	1	0	1	1	3
OG0005493	0	0	1	0	1	1	3
OG0005494	0	0	1	0	1	1	3
OG0005495	0	0	3	0	0	0	3
OG0005496	0	0	1	0	1	1	3
OG0005497	0	0	2	0	0	1	3
OG0005498	0	0	2	0	1	0	3
OG0005499	0	0	1	0	1	1	3
OG0005500	0	0	1	0	1	1	3
OG0005501	0	0	1	2	0	0	3
OG0005502	0	0	2	0	0	1	3
OG0005503	0	0	1	2	0	0	3
OG0005504	0	0	1	0	1	1	3
OG0005505	0	0	1	0	1	1	3
OG0005506	0	0	1	0	1	1	3
OG0005507	0	0	1	0	1	1	3
OG0005508	0	0	1	0	1	1	3
OG0005509	0	0	2	0	1	0	3
OG0005510	0	0	1	0	1	1	3
OG0005511	0	0	1	2	0	0	3
OG0005512	0	0	1	2	0	0	3
OG0005513	0	0	1	0	1	1	3
OG0005514	0	0	1	0	1	1	3
OG0005515	0	0	1	0	1	1	3
OG0005516	0	0	2	0	1	0	3
OG0005517	0	0	1	0	1	1	3
OG0005518	0	0	1	0	1	1	3
OG0005519	0	0	3	0	0	0	3
OG0005520	0	0	2	0	0	1	3
OG0005521	0	0	1	0	1	1	3
OG0005522	0	0	1	2	0	0	3
OG0005523	0	0	1	0	1	1	3
OG0005524	0	0	1	0	1	1	3
OG0005525	0	0	1	0	1	1	3
OG0005526	0	0	1	0	1	1	3
OG0005527	0	0	1	0	1	1	3
OG0005528	0	0	1	0	0	2	3
OG0005529	0	0	1	0	1	1	3
OG0005530	0	0	2	0	0	1	3
OG0005531	0	0	1	0	1	1	3
OG0005532	0	0	3	0	0	0	3
OG0005533	0	0	2	0	0	1	3
OG0005534	0	0	1	0	1	1	3
OG0005535	0	0	1	0	1	1	3
OG0005536	0	0	3	0	0	0	3
OG0005537	0	0	1	2	0	0	3
OG0005538	0	0	1	2	0	0	3
OG0005539	0	0	1	0	1	1	3
OG0005540	0	0	2	0	0	1	3
OG0005541	0	0	2	0	0	1	3
OG0005542	0	0	2	0	0	1	3
OG0005543	0	0	1	0	1	1	3
OG0005544	0	0	1	0	1	1	3
OG0005545	0	0	1	2	0	0	3
OG0005546	0	0	1	0	1	1	3
OG0005547	0	0	1	0	1	1	3
OG0005548	0	0	1	0	1	1	3
OG0005549	0	0	1	0	1	1	3
OG0005550	0	0	2	0	0	1	3
OG0005551	0	0	1	0	0	2	3
OG0005552	0	0	1	0	1	1	3
OG0005553	0	0	1	0	1	1	3
OG0005554	0	0	1	0	0	2	3
OG0005555	0	0	1	0	1	1	3
OG0005556	0	0	1	0	1	1	3
OG0005557	0	0	1	0	1	1	3
OG0005558	0	0	1	0	1	1	3
OG0005559	0	0	2	0	0	1	3
OG0005560	0	0	1	0	0	2	3
OG0005561	0	0	1	0	1	1	3
OG0005562	0	0	1	0	1	1	3
OG0005563	0	0	1	2	0	0	3
OG0005564	0	0	2	0	0	1	3
OG0005565	0	0	1	0	1	1	3
OG0005566	0	0	1	1	0	1	3
OG0005567	0	0	1	2	0	0	3
OG0005568	0	0	1	0	1	1	3
OG0005569	0	0	1	0	1	1	3
OG0005570	0	0	1	0	1	1	3
OG0005571	0	0	1	2	0	0	3
OG0005572	0	0	1	0	1	1	3
OG0005573	0	0	1	0	1	1	3
OG0005574	0	0	1	0	1	1	3
OG0005575	0	0	1	0	1	1	3
OG0005576	0	0	1	0	1	1	3
OG0005577	0	0	1	2	0	0	3
OG0005578	0	0	2	0	0	1	3
OG0005579	0	0	1	2	0	0	3
OG0005580	0	0	1	0	1	1	3
OG0005581	0	0	2	0	0	1	3
OG0005582	0	0	2	0	0	1	3
OG0005583	0	0	2	0	0	1	3
OG0005584	0	0	1	0	1	1	3
OG0005585	0	0	1	0	1	1	3
OG0005586	0	0	1	0	1	1	3
OG0005587	0	0	1	0	1	1	3
OG0005588	0	0	1	0	1	1	3
OG0005589	0	0	1	0	1	1	3
OG0005590	0	0	1	0	0	2	3
OG0005591	0	0	1	2	0	0	3
OG0005592	0	0	1	2	0	0	3
OG0005593	0	0	1	0	1	1	3
OG0005594	0	0	1	0	1	1	3
OG0005595	0	0	1	0	1	1	3
OG0005596	0	0	1	0	1	1	3
OG0005597	0	0	1	0	1	1	3
OG0005598	0	0	2	0	0	1	3
OG0005599	0	0	1	2	0	0	3
OG0005600	0	0	1	0	1	1	3
OG0005601	0	0	2	0	1	0	3
OG0005602	0	0	1	0	1	1	3
OG0005603	0	0	1	0	1	1	3
OG0005604	0	0	1	0	0	2	3
OG0005605	0	0	1	0	1	1	3
OG0005606	0	0	1	0	1	1	3
OG0005607	0	0	1	2	0	0	3
OG0005608	0	0	1	2	0	0	3
OG0005609	0	0	2	0	0	1	3
OG0005610	0	0	1	2	0	0	3
OG0005611	0	0	1	0	1	1	3
OG0005612	0	0	1	0	1	1	3
OG0005613	0	0	2	0	0	1	3
OG0005614	0	0	1	0	1	1	3
OG0005615	0	0	2	0	0	1	3
OG0005616	0	0	1	2	0	0	3
OG0005617	0	0	1	0	1	1	3
OG0005618	0	0	1	2	0	0	3
OG0005619	0	0	1	2	0	0	3
OG0005620	0	0	1	0	1	1	3
OG0005621	0	0	1	2	0	0	3
OG0005622	0	0	1	0	1	1	3
OG0005623	0	0	1	0	1	1	3
OG0005624	0	0	1	0	1	1	3
OG0005625	0	0	1	1	1	0	3
OG0005626	0	0	2	0	0	1	3
OG0005627	0	0	0	2	1	0	3
OG0005628	0	0	0	2	1	0	3
OG0005629	0	0	0	2	1	0	3
OG0005630	0	0	0	2	0	1	3
OG0005631	0	0	0	2	0	1	3
OG0005632	0	0	0	2	0	1	3
OG0005633	0	0	0	2	0	1	3
OG0005634	0	0	0	2	0	1	3
OG0005635	0	0	0	2	1	0	3
OG0005636	0	0	0	3	0	0	3
OG0005637	0	0	0	2	0	1	3
OG0005638	0	0	0	3	0	0	3
OG0005639	0	0	0	2	0	1	3
OG0005640	0	0	0	1	1	1	3
OG0005641	0	0	0	2	0	1	3
OG0005642	0	0	0	2	0	1	3
OG0005643	0	0	0	3	0	0	3
OG0005644	0	0	0	1	1	1	3
OG0005645	0	0	0	3	0	0	3
OG0005646	0	0	0	2	0	1	3
OG0005647	0	0	0	0	2	1	3
OG0005648	0	0	0	0	2	1	3
OG0005649	0	0	0	0	1	2	3
OG0005650	0	0	0	0	2	1	3
OG0005651	0	0	0	0	1	2	3
OG0005652	0	0	0	0	2	1	3
OG0005653	0	0	0	0	1	2	3
OG0005654	0	0	0	0	1	2	3
OG0005655	0	0	0	0	1	2	3
OG0005656	0	0	0	0	1	2	3
OG0005657	0	0	0	0	1	2	3
OG0005658	0	0	0	0	1	2	3
OG0005659	0	0	0	0	1	2	3
OG0005660	0	0	0	0	0	3	3
OG0005661	0	0	0	0	0	3	3
OG0005662	1	0	0	0	0	1	2
OG0005663	1	0	1	0	0	0	2
OG0005664	1	0	1	0	0	0	2
OG0005665	1	0	1	0	0	0	2
OG0005666	1	0	0	1	0	0	2
OG0005667	1	0	0	1	0	0	2
OG0005668	1	0	1	0	0	0	2
OG0005669	1	0	1	0	0	0	2
OG0005670	1	0	1	0	0	0	2
OG0005671	1	0	0	0	0	1	2
OG0005672	1	0	0	0	1	0	2
OG0005673	1	0	1	0	0	0	2
OG0005674	1	0	0	1	0	0	2
OG0005675	1	0	1	0	0	0	2
OG0005676	1	1	0	0	0	0	2
OG0005677	1	0	0	0	0	1	2
OG0005678	1	0	1	0	0	0	2
OG0005679	1	0	1	0	0	0	2
OG0005680	1	0	1	0	0	0	2
OG0005681	2	0	0	0	0	0	2
OG0005682	1	0	1	0	0	0	2
OG0005683	1	0	1	0	0	0	2
OG0005684	1	0	1	0	0	0	2
OG0005685	1	0	0	0	0	1	2
OG0005686	1	0	1	0	0	0	2
OG0005687	1	0	0	1	0	0	2
OG0005688	1	0	1	0	0	0	2
OG0005689	1	0	1	0	0	0	2
OG0005690	1	0	1	0	0	0	2
OG0005691	1	0	1	0	0	0	2
OG0005692	1	0	0	0	0	1	2
OG0005693	1	0	1	0	0	0	2
OG0005694	1	0	1	0	0	0	2
OG0005695	1	0	1	0	0	0	2
OG0005696	1	0	1	0	0	0	2
OG0005697	1	0	1	0	0	0	2
OG0005698	1	0	1	0	0	0	2
OG0005699	1	0	0	0	1	0	2
OG0005700	1	0	1	0	0	0	2
OG0005701	1	0	0	1	0	0	2
OG0005702	1	0	0	1	0	0	2
OG0005703	1	0	1	0	0	0	2
OG0005704	1	0	1	0	0	0	2
OG0005705	1	0	1	0	0	0	2
OG0005706	1	0	0	1	0	0	2
OG0005707	1	0	0	1	0	0	2
OG0005708	1	0	0	1	0	0	2
OG0005709	1	0	1	0	0	0	2
OG0005710	1	0	0	0	0	1	2
OG0005711	1	0	1	0	0	0	2
OG0005712	1	0	0	1	0	0	2
OG0005713	1	0	0	1	0	0	2
OG0005714	1	0	0	1	0	0	2
OG0005715	1	0	0	0	1	0	2
OG0005716	2	0	0	0	0	0	2
OG0005717	1	0	0	1	0	0	2
OG0005718	1	0	1	0	0	0	2
OG0005719	1	0	1	0	0	0	2
OG0005720	1	0	1	0	0	0	2
OG0005721	1	0	1	0	0	0	2
OG0005722	1	0	0	1	0	0	2
OG0005723	1	0	0	0	0	1	2
OG0005724	1	0	1	0	0	0	2
OG0005725	1	0	1	0	0	0	2
OG0005726	1	0	1	0	0	0	2
OG0005727	1	0	1	0	0	0	2
OG0005728	1	0	1	0	0	0	2
OG0005729	1	0	0	1	0	0	2
OG0005730	1	1	0	0	0	0	2
OG0005731	1	0	1	0	0	0	2
OG0005732	1	0	0	0	0	1	2
OG0005733	1	0	1	0	0	0	2
OG0005734	1	0	1	0	0	0	2
OG0005735	1	0	1	0	0	0	2
OG0005736	1	0	1	0	0	0	2
OG0005737	1	0	0	1	0	0	2
OG0005738	1	0	0	1	0	0	2
OG0005739	1	0	0	1	0	0	2
OG0005740	1	0	1	0	0	0	2
OG0005741	1	0	1	0	0	0	2
OG0005742	1	0	1	0	0	0	2
OG0005743	1	0	1	0	0	0	2
OG0005744	1	0	0	0	0	1	2
OG0005745	1	0	1	0	0	0	2
OG0005746	1	0	1	0	0	0	2
OG0005747	1	0	1	0	0	0	2
OG0005748	1	0	0	1	0	0	2
OG0005749	1	0	0	0	0	1	2
OG0005750	1	0	0	0	0	1	2
OG0005751	1	0	1	0	0	0	2
OG0005752	1	0	0	1	0	0	2
OG0005753	1	0	1	0	0	0	2
OG0005754	2	0	0	0	0	0	2
OG0005755	1	0	1	0	0	0	2
OG0005756	1	0	1	0	0	0	2
OG0005757	1	0	1	0	0	0	2
OG0005758	1	0	1	0	0	0	2
OG0005759	1	0	0	1	0	0	2
OG0005760	1	0	1	0	0	0	2
OG0005761	1	0	1	0	0	0	2
OG0005762	1	0	0	1	0	0	2
OG0005763	1	0	0	1	0	0	2
OG0005764	1	0	1	0	0	0	2
OG0005765	1	0	0	1	0	0	2
OG0005766	1	0	0	0	1	0	2
OG0005767	1	0	1	0	0	0	2
OG0005768	1	0	0	1	0	0	2
OG0005769	1	0	0	0	0	1	2
OG0005770	1	0	1	0	0	0	2
OG0005771	1	0	1	0	0	0	2
OG0005772	1	0	0	0	1	0	2
OG0005773	1	0	0	1	0	0	2
OG0005774	1	0	0	1	0	0	2
OG0005775	1	0	0	0	0	1	2
OG0005776	1	0	1	0	0	0	2
OG0005777	1	0	1	0	0	0	2
OG0005778	1	0	0	0	1	0	2
OG0005779	1	0	1	0	0	0	2
OG0005780	1	0	0	0	0	1	2
OG0005781	1	0	1	0	0	0	2
OG0005782	1	0	0	0	0	1	2
OG0005783	1	0	1	0	0	0	2
OG0005784	1	0	1	0	0	0	2
OG0005785	1	0	1	0	0	0	2
OG0005786	1	0	0	0	1	0	2
OG0005787	1	0	0	1	0	0	2
OG0005788	1	0	1	0	0	0	2
OG0005789	1	0	1	0	0	0	2
OG0005790	1	0	0	0	0	1	2
OG0005791	1	0	1	0	0	0	2
OG0005792	1	0	0	0	0	1	2
OG0005793	1	0	1	0	0	0	2
OG0005794	1	0	1	0	0	0	2
OG0005795	1	0	0	0	0	1	2
OG0005796	1	0	1	0	0	0	2
OG0005797	1	0	0	0	0	1	2
OG0005798	2	0	0	0	0	0	2
OG0005799	1	0	1	0	0	0	2
OG0005800	1	0	0	0	0	1	2
OG0005801	1	0	0	0	0	1	2
OG0005802	1	0	0	0	0	1	2
OG0005803	1	0	1	0	0	0	2
OG0005804	1	0	0	0	0	1	2
OG0005805	1	0	1	0	0	0	2
OG0005806	1	0	1	0	0	0	2
OG0005807	1	0	1	0	0	0	2
OG0005808	1	0	1	0	0	0	2
OG0005809	1	0	1	0	0	0	2
OG0005810	1	0	1	0	0	0	2
OG0005811	1	0	1	0	0	0	2
OG0005812	1	0	1	0	0	0	2
OG0005813	1	0	1	0	0	0	2
OG0005814	1	0	0	1	0	0	2
OG0005815	1	0	1	0	0	0	2
OG0005816	1	0	1	0	0	0	2
OG0005817	1	0	1	0	0	0	2
OG0005818	1	0	0	0	0	1	2
OG0005819	1	0	0	0	1	0	2
OG0005820	1	0	0	1	0	0	2
OG0005821	1	0	1	0	0	0	2
OG0005822	1	0	0	0	0	1	2
OG0005823	1	0	1	0	0	0	2
OG0005824	1	0	1	0	0	0	2
OG0005825	1	0	1	0	0	0	2
OG0005826	1	0	1	0	0	0	2
OG0005827	1	0	1	0	0	0	2
OG0005828	1	0	1	0	0	0	2
OG0005829	1	0	1	0	0	0	2
OG0005830	1	0	1	0	0	0	2
OG0005831	1	0	1	0	0	0	2
OG0005832	1	0	0	0	0	1	2
OG0005833	2	0	0	0	0	0	2
OG0005834	1	0	0	0	1	0	2
OG0005835	2	0	0	0	0	0	2
OG0005836	2	0	0	0	0	0	2
OG0005837	1	0	1	0	0	0	2
OG0005838	1	0	1	0	0	0	2
OG0005839	1	0	0	0	0	1	2
OG0005840	1	0	1	0	0	0	2
OG0005841	2	0	0	0	0	0	2
OG0005842	1	0	1	0	0	0	2
OG0005843	1	0	1	0	0	0	2
OG0005844	1	0	1	0	0	0	2
OG0005845	1	0	1	0	0	0	2
OG0005846	0	1	1	0	0	0	2
OG0005847	0	1	0	0	0	1	2
OG0005848	0	1	1	0	0	0	2
OG0005849	0	1	0	0	0	1	2
OG0005850	0	1	1	0	0	0	2
OG0005851	0	1	0	0	0	1	2
OG0005852	0	1	1	0	0	0	2
OG0005853	0	1	1	0	0	0	2
OG0005854	0	1	0	0	0	1	2
OG0005855	0	1	1	0	0	0	2
OG0005856	0	1	0	0	0	1	2
OG0005857	0	1	0	0	0	1	2
OG0005858	0	1	1	0	0	0	2
OG0005859	0	1	0	0	0	1	2
OG0005860	0	1	0	0	0	1	2
OG0005861	0	1	0	0	1	0	2
OG0005862	0	1	0	0	0	1	2
OG0005863	0	1	0	0	0	1	2
OG0005864	0	1	0	0	0	1	2
OG0005865	0	1	1	0	0	0	2
OG0005866	0	1	1	0	0	0	2
OG0005867	0	1	1	0	0	0	2
OG0005868	0	1	0	0	0	1	2
OG0005869	0	1	1	0	0	0	2
OG0005870	0	1	1	0	0	0	2
OG0005871	0	1	0	0	1	0	2
OG0005872	0	1	0	0	1	0	2
OG0005873	0	1	1	0	0	0	2
OG0005874	0	1	1	0	0	0	2
OG0005875	0	1	1	0	0	0	2
OG0005876	0	1	1	0	0	0	2
OG0005877	0	1	1	0	0	0	2
OG0005878	0	1	1	0	0	0	2
OG0005879	0	2	0	0	0	0	2
OG0005880	0	1	0	0	0	1	2
OG0005881	0	1	1	0	0	0	2
OG0005882	0	1	0	0	0	1	2
OG0005883	0	1	1	0	0	0	2
OG0005884	0	1	1	0	0	0	2
OG0005885	0	1	0	0	0	1	2
OG0005886	0	1	1	0	0	0	2
OG0005887	0	1	1	0	0	0	2
OG0005888	0	1	1	0	0	0	2
OG0005889	0	1	0	0	0	1	2
OG0005890	0	1	1	0	0	0	2
OG0005891	0	1	1	0	0	0	2
OG0005892	0	2	0	0	0	0	2
OG0005893	0	1	0	0	0	1	2
OG0005894	0	1	1	0	0	0	2
OG0005895	0	1	1	0	0	0	2
OG0005896	0	1	1	0	0	0	2
OG0005897	0	1	0	0	0	1	2
OG0005898	0	1	1	0	0	0	2
OG0005899	0	1	0	0	0	1	2
OG0005900	0	1	1	0	0	0	2
OG0005901	0	1	1	0	0	0	2
OG0005902	0	1	0	0	0	1	2
OG0005903	0	1	1	0	0	0	2
OG0005904	0	1	1	0	0	0	2
OG0005905	0	1	1	0	0	0	2
OG0005906	0	1	0	0	1	0	2
OG0005907	0	1	1	0	0	0	2
OG0005908	0	1	1	0	0	0	2
OG0005909	0	1	1	0	0	0	2
OG0005910	0	1	0	0	0	1	2
OG0005911	0	1	1	0	0	0	2
OG0005912	0	1	0	0	1	0	2
OG0005913	0	1	1	0	0	0	2
OG0005914	0	1	1	0	0	0	2
OG0005915	0	1	1	0	0	0	2
OG0005916	0	1	1	0	0	0	2
OG0005917	0	1	1	0	0	0	2
OG0005918	0	1	0	0	0	1	2
OG0005919	0	1	0	0	1	0	2
OG0005920	0	1	0	0	1	0	2
OG0005921	0	1	1	0	0	0	2
OG0005922	0	1	0	0	0	1	2
OG0005923	0	1	1	0	0	0	2
OG0005924	0	0	1	0	0	1	2
OG0005925	0	0	1	0	0	1	2
OG0005926	0	0	1	0	0	1	2
OG0005927	0	0	1	0	0	1	2
OG0005928	0	0	1	0	0	1	2
OG0005929	0	0	1	0	0	1	2
OG0005930	0	0	1	0	0	1	2
OG0005931	0	0	1	0	0	1	2
OG0005932	0	0	1	0	1	0	2
OG0005933	0	0	1	0	0	1	2
OG0005934	0	0	1	0	0	1	2
OG0005935	0	0	1	0	0	1	2
OG0005936	0	0	1	0	1	0	2
OG0005937	0	0	1	0	0	1	2
OG0005938	0	0	1	0	0	1	2
OG0005939	0	0	2	0	0	0	2
OG0005940	0	0	1	0	0	1	2
OG0005941	0	0	1	0	0	1	2
OG0005942	0	0	1	0	0	1	2
OG0005943	0	0	1	0	0	1	2
OG0005944	0	0	1	0	0	1	2
OG0005945	0	0	1	0	0	1	2
OG0005946	0	0	1	0	0	1	2
OG0005947	0	0	1	0	0	1	2
OG0005948	0	0	1	0	1	0	2
OG0005949	0	0	1	0	0	1	2
OG0005950	0	0	1	0	1	0	2
OG0005951	0	0	1	0	1	0	2
OG0005952	0	0	1	0	0	1	2
OG0005953	0	0	1	1	0	0	2
OG0005954	0	0	2	0	0	0	2
OG0005955	0	0	1	0	1	0	2
OG0005956	0	0	1	0	0	1	2
OG0005957	0	0	1	0	0	1	2
OG0005958	0	0	1	0	0	1	2
OG0005959	0	0	1	0	0	1	2
OG0005960	0	0	1	0	0	1	2
OG0005961	0	0	1	0	0	1	2
OG0005962	0	0	1	0	0	1	2
OG0005963	0	0	1	0	0	1	2
OG0005964	0	0	1	0	1	0	2
OG0005965	0	0	1	0	0	1	2
OG0005966	0	0	1	0	0	1	2
OG0005967	0	0	1	0	0	1	2
OG0005968	0	0	1	0	0	1	2
OG0005969	0	0	1	0	0	1	2
OG0005970	0	0	1	0	0	1	2
OG0005971	0	0	1	0	0	1	2
OG0005972	0	0	2	0	0	0	2
OG0005973	0	0	1	0	0	1	2
OG0005974	0	0	1	0	1	0	2
OG0005975	0	0	1	0	0	1	2
OG0005976	0	0	1	0	0	1	2
OG0005977	0	0	1	0	1	0	2
OG0005978	0	0	1	0	0	1	2
OG0005979	0	0	1	0	0	1	2
OG0005980	0	0	1	0	0	1	2
OG0005981	0	0	1	0	0	1	2
OG0005982	0	0	1	0	0	1	2
OG0005983	0	0	1	0	0	1	2
OG0005984	0	0	1	0	0	1	2
OG0005985	0	0	1	0	0	1	2
OG0005986	0	0	1	0	0	1	2
OG0005987	0	0	2	0	0	0	2
OG0005988	0	0	1	0	0	1	2
OG0005989	0	0	1	0	1	0	2
OG0005990	0	0	1	0	0	1	2
OG0005991	0	0	1	0	0	1	2
OG0005992	0	0	1	0	0	1	2
OG0005993	0	0	1	0	0	1	2
OG0005994	0	0	1	0	0	1	2
OG0005995	0	0	1	0	0	1	2
OG0005996	0	0	1	0	0	1	2
OG0005997	0	0	1	0	1	0	2
OG0005998	0	0	1	0	0	1	2
OG0005999	0	0	1	0	0	1	2
OG0006000	0	0	1	0	0	1	2
OG0006001	0	0	1	0	0	1	2
OG0006002	0	0	1	0	1	0	2
OG0006003	0	0	1	0	0	1	2
OG0006004	0	0	1	0	0	1	2
OG0006005	0	0	1	0	0	1	2
OG0006006	0	0	1	0	1	0	2
OG0006007	0	0	1	0	0	1	2
OG0006008	0	0	1	0	0	1	2
OG0006009	0	0	1	0	0	1	2
OG0006010	0	0	1	0	0	1	2
OG0006011	0	0	1	0	0	1	2
OG0006012	0	0	1	0	0	1	2
OG0006013	0	0	1	0	1	0	2
OG0006014	0	0	1	0	0	1	2
OG0006015	0	0	1	0	0	1	2
OG0006016	0	0	1	0	0	1	2
OG0006017	0	0	2	0	0	0	2
OG0006018	0	0	2	0	0	0	2
OG0006019	0	0	1	0	0	1	2
OG0006020	0	0	1	0	0	1	2
OG0006021	0	0	1	0	0	1	2
OG0006022	0	0	1	0	1	0	2
OG0006023	0	0	1	0	0	1	2
OG0006024	0	0	1	0	0	1	2
OG0006025	0	0	1	0	0	1	2
OG0006026	0	0	1	0	0	1	2
OG0006027	0	0	1	0	0	1	2
OG0006028	0	0	2	0	0	0	2
OG0006029	0	0	1	0	0	1	2
OG0006030	0	0	1	0	0	1	2
OG0006031	0	0	1	0	0	1	2
OG0006032	0	0	1	0	0	1	2
OG0006033	0	0	1	0	0	1	2
OG0006034	0	0	1	0	0	1	2
OG0006035	0	0	1	0	0	1	2
OG0006036	0	0	1	0	1	0	2
OG0006037	0	0	1	0	0	1	2
OG0006038	0	0	1	0	0	1	2
OG0006039	0	0	2	0	0	0	2
OG0006040	0	0	1	0	1	0	2
OG0006041	0	0	1	0	0	1	2
OG0006042	0	0	1	0	0	1	2
OG0006043	0	0	1	0	0	1	2
OG0006044	0	0	1	0	0	1	2
OG0006045	0	0	1	0	0	1	2
OG0006046	0	0	1	0	0	1	2
OG0006047	0	0	1	0	0	1	2
OG0006048	0	0	1	0	0	1	2
OG0006049	0	0	1	0	1	0	2
OG0006050	0	0	1	0	0	1	2
OG0006051	0	0	1	0	0	1	2
OG0006052	0	0	1	0	0	1	2
OG0006053	0	0	1	0	0	1	2
OG0006054	0	0	1	0	0	1	2
OG0006055	0	0	2	0	0	0	2
OG0006056	0	0	1	0	0	1	2
OG0006057	0	0	1	0	0	1	2
OG0006058	0	0	1	0	0	1	2
OG0006059	0	0	1	0	0	1	2
OG0006060	0	0	1	0	0	1	2
OG0006061	0	0	1	0	0	1	2
OG0006062	0	0	1	0	1	0	2
OG0006063	0	0	1	0	0	1	2
OG0006064	0	0	1	0	1	0	2
OG0006065	0	0	1	0	1	0	2
OG0006066	0	0	1	0	1	0	2
OG0006067	0	0	1	0	0	1	2
OG0006068	0	0	1	0	0	1	2
OG0006069	0	0	1	0	0	1	2
OG0006070	0	0	1	0	0	1	2
OG0006071	0	0	1	0	0	1	2
OG0006072	0	0	1	0	0	1	2
OG0006073	0	0	1	0	0	1	2
OG0006074	0	0	1	0	0	1	2
OG0006075	0	0	1	0	0	1	2
OG0006076	0	0	1	0	0	1	2
OG0006077	0	0	1	0	0	1	2
OG0006078	0	0	1	0	0	1	2
OG0006079	0	0	1	0	0	1	2
OG0006080	0	0	1	0	0	1	2
OG0006081	0	0	1	0	0	1	2
OG0006082	0	0	1	0	0	1	2
OG0006083	0	0	1	0	0	1	2
OG0006084	0	0	1	0	0	1	2
OG0006085	0	0	1	0	1	0	2
OG0006086	0	0	1	0	0	1	2
OG0006087	0	0	1	0	0	1	2
OG0006088	0	0	1	0	0	1	2
OG0006089	0	0	1	0	0	1	2
OG0006090	0	0	1	1	0	0	2
OG0006091	0	0	1	0	1	0	2
OG0006092	0	0	1	0	0	1	2
OG0006093	0	0	1	0	0	1	2
OG0006094	0	0	1	0	0	1	2
OG0006095	0	0	1	0	0	1	2
