	Cardio	CparvumIowaII	CveliaCCMP	Neph10	Pfalciparum3D7	Tgondii	Total
OG0002611	4	1	1	2	1	0	9
OG0002612	3	1	1	2	1	1	9
OG0002613	5	1	1	0	1	1	9
OG0002614	2	0	0	6	1	0	9
OG0002615	6	0	0	2	0	1	9
OG0002616	5	0	0	4	0	0	9
OG0002617	2	0	1	4	1	1	9
OG0002618	7	0	0	0	1	1	9
OG0002619	3	0	2	0	4	0	9
OG0002620	2	0	1	4	1	1	9
OG0002621	1	1	1	4	1	1	9
OG0002622	2	1	2	2	1	1	9
OG0002623	2	0	1	4	1	1	9
OG0002624	2	0	2	4	1	0	9
OG0002625	3	1	1	2	1	1	9
OG0002626	1	0	0	8	0	0	9
OG0002627	1	1	1	4	1	1	9
OG0002628	1	0	0	8	0	0	9
OG0002629	1	0	0	8	0	0	9
OG0002630	1	2	4	0	2	0	9
OG0002631	1	1	1	4	1	1	9
OG0002632	3	1	1	2	1	1	9
OG0002633	1	0	3	2	1	2	9
OG0002634	1	0	1	6	0	1	9
OG0002635	2	0	1	4	1	1	9
OG0002636	1	0	0	8	0	0	9
OG0002637	1	1	1	4	0	2	9
OG0002638	5	1	1	0	1	1	9
OG0002639	1	1	1	4	1	1	9
OG0002640	2	2	2	0	1	2	9
OG0002641	4	1	2	0	1	1	9
OG0002642	1	0	0	8	0	0	9
OG0002643	1	1	1	4	1	1	9
OG0002644	3	0	3	2	0	1	9
OG0002645	2	1	2	2	1	1	9
OG0002646	1	1	1	4	1	1	9
OG0002647	1	1	1	4	0	2	9
OG0002648	2	1	2	2	1	1	9
OG0002649	2	1	1	3	1	1	9
OG0002650	2	1	4	0	1	1	9
OG0002651	2	0	1	6	0	0	9
OG0002652	3	1	3	2	0	0	9
OG0002653	3	1	0	4	0	1	9
OG0002654	1	1	1	4	1	1	9
OG0002655	4	0	2	2	0	1	9
OG0002656	4	0	1	2	1	1	9
OG0002657	2	1	1	3	1	1	9
OG0002658	1	0	0	8	0	0	9
OG0002659	1	1	1	5	0	1	9
OG0002660	1	0	1	5	1	1	9
OG0002661	3	1	1	2	1	1	9
OG0002662	1	1	1	4	1	1	9
OG0002663	3	1	1	2	1	1	9
OG0002664	1	1	1	4	1	1	9
OG0002665	3	1	1	2	1	1	9
OG0002666	1	1	1	4	1	1	9
OG0002667	2	1	1	3	1	1	9
OG0002668	1	0	0	8	0	0	9
OG0002669	4	1	2	0	1	1	9
OG0002670	3	1	1	4	0	0	9
OG0002671	1	1	1	4	1	1	9
OG0002672	3	1	1	2	1	1	9
OG0002673	2	1	2	2	1	1	9
OG0002674	1	0	1	7	0	0	9
OG0002675	2	1	1	3	1	1	9
OG0002676	3	0	2	0	2	2	9
OG0002677	3	0	0	4	0	2	9
OG0002678	1	0	0	8	0	0	9
OG0002679	1	0	2	4	1	1	9
OG0002680	2	1	0	4	1	1	9
OG0002681	1	0	0	6	1	1	9
OG0002682	2	0	0	7	0	0	9
OG0002683	2	1	2	2	1	1	9
OG0002684	1	0	0	8	0	0	9
OG0002685	4	0	1	3	0	1	9
OG0002686	1	1	1	4	1	1	9
OG0002687	2	1	2	2	1	1	9
OG0002688	3	1	1	2	1	1	9
OG0002689	1	0	0	6	1	1	9
OG0002690	1	0	1	5	1	1	9
OG0002691	2	1	2	3	0	1	9
OG0002692	3	1	1	2	1	1	9
OG0002693	1	0	0	8	0	0	9
OG0002694	1	0	1	6	0	1	9
OG0002695	1	1	1	4	1	1	9
OG0002696	1	1	3	1	1	2	9
OG0002697	2	0	1	4	1	1	9
OG0002698	1	1	1	4	1	1	9
OG0002699	4	0	3	2	0	0	9
OG0002700	1	0	0	8	0	0	9
OG0002701	2	1	2	2	1	1	9
OG0002702	1	1	2	4	1	0	9
OG0002703	2	0	1	4	1	1	9
OG0002704	1	1	1	4	1	1	9
OG0002705	1	0	2	4	1	1	9
OG0002706	3	0	0	6	0	0	9
OG0002707	2	1	1	3	1	1	9
OG0002708	1	0	1	6	0	1	9
OG0002709	3	0	2	4	0	0	9
OG0002710	1	1	0	7	0	0	9
OG0002711	1	1	1	4	1	1	9
OG0002712	2	0	4	0	1	2	9
OG0002713	2	2	1	2	1	1	9
OG0002714	2	1	1	4	0	1	9
OG0002715	4	0	1	2	1	1	9
OG0002716	2	0	1	4	1	1	9
OG0002717	2	1	0	2	1	3	9
OG0002718	1	0	2	4	1	1	9
OG0002719	3	1	0	2	1	2	9
OG0002720	2	1	0	4	1	1	9
OG0002721	2	0	1	4	1	1	9
OG0002722	2	0	2	4	1	0	9
OG0002723	1	1	1	4	1	1	9
OG0002724	2	1	0	4	1	1	9
OG0002725	1	0	1	6	0	1	9
OG0002726	2	1	1	4	0	1	9
OG0002727	1	0	2	4	1	1	9
OG0002728	2	0	1	4	1	1	9
OG0002729	1	0	1	6	0	1	9
OG0002730	2	1	1	2	2	1	9
OG0002731	1	1	1	4	1	1	9
OG0002732	1	1	1	4	1	1	9
OG0002733	1	1	1	4	1	1	9
OG0002734	1	1	1	4	1	1	9
OG0002735	1	0	1	6	0	1	9
OG0002736	3	0	1	4	0	1	9
OG0002737	3	0	3	2	0	1	9
OG0002738	1	1	1	4	1	1	9
OG0002739	1	1	1	3	2	1	9
OG0002740	1	0	2	4	1	1	9
OG0002741	1	0	1	6	0	1	9
OG0002742	1	1	2	3	1	1	9
OG0002743	2	0	1	4	1	1	9
OG0002744	1	1	2	4	0	1	9
OG0002745	1	0	0	8	0	0	9
OG0002746	2	1	1	4	0	1	9
OG0002747	1	0	1	2	2	3	9
OG0002748	3	1	1	2	1	1	9
OG0002749	2	0	0	6	0	1	9
OG0002750	1	1	1	4	1	1	9
OG0002751	1	1	1	4	1	1	9
OG0002752	2	0	1	4	1	1	9
OG0002753	2	1	0	6	0	0	9
OG0002754	4	0	1	2	1	1	9
OG0002755	1	1	4	2	0	1	9
OG0002756	1	1	1	4	1	1	9
OG0002757	2	0	1	5	1	0	9
OG0002758	2	0	1	6	0	0	9
OG0002759	2	0	0	6	1	0	9
OG0002760	3	0	1	3	1	1	9
OG0002761	1	0	0	8	0	0	9
OG0002762	1	2	1	4	1	0	9
OG0002763	4	0	1	4	0	0	9
OG0002764	2	0	1	4	0	2	9
OG0002765	3	0	1	3	1	1	9
OG0002766	3	0	1	3	1	1	9
OG0002767	4	1	1	2	1	0	9
OG0002768	0	1	5	2	1	0	9
OG0002769	0	1	1	5	1	1	9
OG0002770	0	2	7	0	0	0	9
OG0002771	0	1	0	6	1	1	9
OG0002772	0	1	2	4	1	1	9
OG0002773	0	1	2	4	1	1	9
OG0002774	0	1	2	4	1	1	9
OG0002775	0	3	5	1	0	0	9
OG0002776	0	1	2	5	0	1	9
OG0002777	0	1	0	6	1	1	9
OG0002778	0	1	0	6	1	1	9
OG0002779	0	0	8	0	1	0	9
OG0002780	0	0	1	6	1	1	9
OG0002781	0	0	1	6	1	1	9
OG0002782	0	0	7	0	1	1	9
OG0002783	0	0	8	0	0	1	9
OG0002784	0	0	3	4	1	1	9
OG0002785	0	0	1	6	1	1	9
OG0002786	0	0	2	4	1	2	9
OG0002787	0	0	8	0	1	0	9
OG0002788	0	0	1	6	1	1	9
OG0002789	0	0	1	6	1	1	9
OG0002790	0	0	1	7	0	1	9
OG0002791	0	0	1	7	0	1	9
OG0002792	0	0	2	2	2	3	9
OG0002793	0	0	1	6	1	1	9
OG0002794	0	0	1	6	1	1	9
OG0002795	0	0	1	7	0	1	9
OG0002796	0	0	1	8	0	0	9
OG0002797	0	0	1	6	1	1	9
OG0002798	0	0	0	8	0	1	9
OG0002799	0	0	0	9	0	0	9
OG0002800	2	1	1	2	1	1	8
OG0002801	2	1	1	2	1	1	8
OG0002802	1	0	1	4	1	1	8
OG0002803	4	0	0	2	1	1	8
OG0002804	4	0	0	2	1	1	8
OG0002805	1	0	1	4	1	1	8
OG0002806	5	0	1	0	1	1	8
OG0002807	2	0	0	6	0	0	8
OG0002808	2	0	0	6	0	0	8
OG0002809	2	0	1	4	1	0	8
OG0002810	2	1	1	2	1	1	8
OG0002811	4	0	3	0	0	1	8
OG0002812	2	0	1	4	0	1	8
OG0002813	6	0	1	0	1	0	8
OG0002814	2	0	0	4	1	1	8
OG0002815	3	1	4	0	0	0	8
OG0002816	2	1	2	2	0	1	8
OG0002817	3	0	1	2	1	1	8
OG0002818	2	1	1	2	1	1	8
OG0002819	4	0	1	2	0	1	8
OG0002820	1	0	1	6	0	0	8
OG0002821	2	0	2	2	1	1	8
OG0002822	4	0	2	0	1	1	8
OG0002823	6	0	0	2	0	0	8
OG0002824	4	0	1	2	0	1	8
OG0002825	4	0	1	2	0	1	8
OG0002826	1	0	2	4	0	1	8
OG0002827	1	1	0	4	1	1	8
OG0002828	1	0	5	0	1	1	8
OG0002829	2	1	1	2	1	1	8
OG0002830	1	0	1	5	1	0	8
OG0002831	1	0	2	4	0	1	8
OG0002832	2	1	1	2	1	1	8
OG0002833	3	0	1	2	1	1	8
OG0002834	3	0	2	1	1	1	8
OG0002835	1	1	1	3	1	1	8
OG0002836	2	0	0	6	0	0	8
OG0002837	2	1	1	2	1	1	8
OG0002838	2	0	1	5	0	0	8
OG0002839	3	0	1	2	1	1	8
OG0002840	6	0	0	2	0	0	8
OG0002841	2	0	1	4	1	0	8
OG0002842	1	1	0	4	1	1	8
OG0002843	1	1	1	3	1	1	8
OG0002844	1	0	3	2	1	1	8
OG0002845	1	0	1	4	0	2	8
OG0002846	2	1	1	2	1	1	8
OG0002847	4	1	1	1	0	1	8
OG0002848	2	1	1	2	1	1	8
OG0002849	2	1	1	2	1	1	8
OG0002850	1	1	0	4	1	1	8
OG0002851	4	1	1	0	1	1	8
OG0002852	3	1	2	0	1	1	8
OG0002853	3	0	1	2	1	1	8
OG0002854	6	0	0	0	1	1	8
OG0002855	5	0	0	2	0	1	8
OG0002856	8	0	0	0	0	0	8
OG0002857	1	0	0	6	0	1	8
OG0002858	2	1	1	2	1	1	8
OG0002859	4	1	1	0	1	1	8
OG0002860	3	0	1	4	0	0	8
OG0002861	1	0	1	4	1	1	8
OG0002862	1	0	1	4	1	1	8
OG0002863	2	0	0	4	1	1	8
OG0002864	3	0	1	3	1	0	8
OG0002865	6	0	0	2	0	0	8
OG0002866	6	0	0	2	0	0	8
OG0002867	2	1	1	2	1	1	8
OG0002868	5	0	1	2	0	0	8
OG0002869	2	1	1	2	1	1	8
OG0002870	2	0	1	3	1	1	8
OG0002871	2	0	0	5	1	0	8
OG0002872	4	0	1	2	0	1	8
OG0002873	3	0	3	0	1	1	8
OG0002874	2	0	2	2	1	1	8
OG0002875	1	1	1	3	1	1	8
OG0002876	4	0	1	2	1	0	8
OG0002877	6	0	0	2	0	0	8
OG0002878	1	0	2	4	0	1	8
OG0002879	3	1	1	2	1	0	8
OG0002880	2	0	0	4	1	1	8
OG0002881	2	1	1	2	1	1	8
OG0002882	3	0	1	4	0	0	8
OG0002883	2	1	1	4	0	0	8
OG0002884	2	0	1	4	0	1	8
OG0002885	2	0	1	4	0	1	8
OG0002886	2	1	1	2	1	1	8
OG0002887	2	0	1	3	1	1	8
OG0002888	2	0	1	3	1	1	8
OG0002889	4	0	0	4	0	0	8
OG0002890	4	0	1	2	0	1	8
OG0002891	2	0	1	4	1	0	8
OG0002892	6	0	0	2	0	0	8
OG0002893	2	1	1	2	1	1	8
OG0002894	3	0	1	2	1	1	8
OG0002895	2	0	1	4	1	0	8
OG0002896	1	0	1	4	1	1	8
OG0002897	1	0	0	6	0	1	8
OG0002898	2	1	1	2	1	1	8
OG0002899	6	0	0	2	0	0	8
OG0002900	1	0	1	2	2	2	8
OG0002901	2	0	0	6	0	0	8
OG0002902	4	0	2	0	1	1	8
OG0002903	3	0	1	2	1	1	8
OG0002904	4	1	0	2	0	1	8
OG0002905	8	0	0	0	0	0	8
OG0002906	2	0	2	2	1	1	8
OG0002907	2	0	2	2	1	1	8
OG0002908	2	1	0	4	0	1	8
OG0002909	2	0	0	6	0	0	8
OG0002910	2	0	0	6	0	0	8
OG0002911	3	0	1	4	0	0	8
OG0002912	5	0	1	0	1	1	8
OG0002913	1	0	3	2	1	1	8
OG0002914	1	0	1	4	1	1	8
OG0002915	4	0	1	3	0	0	8
OG0002916	2	0	0	6	0	0	8
OG0002917	2	0	0	6	0	0	8
OG0002918	2	1	1	2	1	1	8
OG0002919	5	1	0	0	1	1	8
OG0002920	2	1	1	2	1	1	8
OG0002921	2	1	1	2	1	1	8
OG0002922	5	0	1	0	1	1	8
OG0002923	4	0	0	4	0	0	8
OG0002924	5	1	0	2	0	0	8
OG0002925	4	0	0	4	0	0	8
OG0002926	4	1	1	0	1	1	8
OG0002927	4	0	0	4	0	0	8
OG0002928	4	0	0	2	1	1	8
OG0002929	4	0	1	3	0	0	8
OG0002930	2	0	1	4	0	1	8
OG0002931	7	0	1	0	0	0	8
OG0002932	6	0	1	0	0	1	8
OG0002933	1	0	0	7	0	0	8
OG0002934	5	1	1	0	0	1	8
OG0002935	2	0	1	4	0	1	8
OG0002936	1	0	0	7	0	0	8
OG0002937	1	0	0	6	0	1	8
OG0002938	3	0	1	2	1	1	8
OG0002939	8	0	0	0	0	0	8
OG0002940	2	0	0	6	0	0	8
OG0002941	2	0	2	3	0	1	8
OG0002942	4	0	2	2	0	0	8
OG0002943	3	0	1	4	0	0	8
OG0002944	6	0	2	0	0	0	8
OG0002945	2	0	0	6	0	0	8
OG0002946	3	0	2	2	0	1	8
OG0002947	1	0	1	6	0	0	8
OG0002948	4	1	1	0	0	2	8
OG0002949	4	0	0	4	0	0	8
OG0002950	7	0	0	0	1	0	8
OG0002951	1	0	1	4	1	1	8
OG0002952	2	1	1	2	1	1	8
OG0002953	1	0	0	7	0	0	8
OG0002954	6	0	1	0	0	1	8
OG0002955	2	0	1	3	1	1	8
OG0002956	1	0	0	6	0	1	8
OG0002957	1	0	0	6	1	0	8
OG0002958	1	0	3	2	1	1	8
OG0002959	3	0	1	4	0	0	8
OG0002960	1	1	0	4	1	1	8
OG0002961	1	1	0	4	0	2	8
OG0002962	3	2	1	2	0	0	8
OG0002963	2	1	1	2	1	1	8
OG0002964	1	0	0	7	0	0	8
OG0002965	1	1	1	4	0	1	8
OG0002966	1	0	0	7	0	0	8
OG0002967	1	1	0	4	1	1	8
OG0002968	1	0	2	3	1	1	8
OG0002969	2	1	1	2	1	1	8
OG0002970	3	1	1	2	0	1	8
OG0002971	1	0	1	4	1	1	8
OG0002972	2	0	0	6	0	0	8
OG0002973	1	0	0	7	0	0	8
OG0002974	2	0	1	2	1	2	8
OG0002975	1	0	2	4	0	1	8
OG0002976	3	0	0	2	2	1	8
OG0002977	1	0	0	7	0	0	8
OG0002978	2	0	2	2	1	1	8
OG0002979	2	0	0	4	1	1	8
OG0002980	1	0	1	6	0	0	8
OG0002981	1	0	0	7	0	0	8
OG0002982	1	0	1	4	1	1	8
OG0002983	1	1	1	4	0	1	8
OG0002984	2	0	1	5	0	0	8
OG0002985	3	0	1	2	1	1	8
OG0002986	1	0	1	4	1	1	8
OG0002987	2	1	1	2	1	1	8
OG0002988	1	0	0	7	0	0	8
OG0002989	1	0	0	6	1	0	8
OG0002990	1	0	0	7	0	0	8
OG0002991	3	0	3	0	0	2	8
OG0002992	2	0	2	2	1	1	8
OG0002993	4	0	2	2	0	0	8
OG0002994	1	1	2	2	1	1	8
OG0002995	1	1	1	3	1	1	8
OG0002996	1	1	0	4	1	1	8
OG0002997	4	0	0	2	1	1	8
OG0002998	1	1	0	4	1	1	8
OG0002999	4	1	1	0	1	1	8
OG0003000	2	0	0	6	0	0	8
OG0003001	2	1	1	2	1	1	8
OG0003002	1	0	1	4	1	1	8
OG0003003	1	0	1	6	0	0	8
OG0003004	1	1	2	4	0	0	8
OG0003005	1	0	1	4	1	1	8
OG0003006	1	1	1	2	1	2	8
OG0003007	2	0	3	2	0	1	8
OG0003008	2	1	1	2	1	1	8
OG0003009	2	0	0	6	0	0	8
OG0003010	1	1	1	4	0	1	8
OG0003011	1	0	1	4	1	1	8
OG0003012	2	1	1	2	1	1	8
OG0003013	1	0	1	4	1	1	8
OG0003014	1	0	1	6	0	0	8
OG0003015	2	1	0	4	0	1	8
OG0003016	1	0	2	4	0	1	8
OG0003017	1	1	0	4	1	1	8
OG0003018	2	1	1	2	1	1	8
OG0003019	2	1	1	2	1	1	8
OG0003020	2	1	1	2	1	1	8
OG0003021	1	0	1	6	0	0	8
OG0003022	1	0	1	4	1	1	8
OG0003023	2	0	0	4	1	1	8
OG0003024	1	0	4	2	1	0	8
OG0003025	1	1	1	4	0	1	8
OG0003026	1	0	1	4	1	1	8
OG0003027	1	0	1	4	1	1	8
OG0003028	1	0	0	7	0	0	8
OG0003029	2	1	1	2	1	1	8
OG0003030	3	0	4	0	0	1	8
OG0003031	2	1	1	2	1	1	8
OG0003032	1	0	0	6	1	0	8
OG0003033	3	0	0	3	2	0	8
OG0003034	1	0	1	4	1	1	8
OG0003035	2	1	1	2	1	1	8
OG0003036	1	1	1	3	1	1	8
OG0003037	1	0	1	4	1	1	8
OG0003038	1	0	1	4	1	1	8
OG0003039	1	0	1	4	1	1	8
OG0003040	2	0	3	2	0	1	8
OG0003041	3	1	0	2	1	1	8
OG0003042	3	0	4	0	0	1	8
OG0003043	1	0	1	4	1	1	8
OG0003044	2	0	1	4	1	0	8
OG0003045	2	1	1	2	1	1	8
OG0003046	5	0	2	0	0	1	8
OG0003047	2	0	0	6	0	0	8
OG0003048	1	1	2	2	1	1	8
OG0003049	1	0	1	4	1	1	8
OG0003050	1	0	1	4	1	1	8
OG0003051	1	1	1	3	1	1	8
OG0003052	1	0	1	4	1	1	8
OG0003053	4	0	1	2	0	1	8
OG0003054	2	0	0	6	0	0	8
OG0003055	1	0	1	5	0	1	8
OG0003056	1	0	1	6	0	0	8
OG0003057	1	1	1	4	0	1	8
OG0003058	3	0	0	4	1	0	8
OG0003059	1	0	1	4	1	1	8
OG0003060	1	1	2	2	1	1	8
OG0003061	1	0	0	7	0	0	8
OG0003062	1	0	0	7	0	0	8
OG0003063	1	0	1	4	1	1	8
OG0003064	4	1	2	0	1	0	8
OG0003065	3	0	1	2	1	1	8
OG0003066	2	0	3	0	1	2	8
OG0003067	1	0	1	4	1	1	8
OG0003068	1	0	1	4	1	1	8
OG0003069	1	0	1	4	1	1	8
OG0003070	1	0	0	4	2	1	8
OG0003071	3	0	1	2	1	1	8
OG0003072	1	0	1	4	1	1	8
OG0003073	1	0	0	3	2	2	8
OG0003074	1	0	1	4	1	1	8
OG0003075	1	0	0	7	0	0	8
OG0003076	1	0	0	7	0	0	8
OG0003077	2	1	1	2	1	1	8
OG0003078	3	1	0	2	1	1	8
OG0003079	2	1	1	2	1	1	8
OG0003080	2	0	0	5	0	1	8
OG0003081	2	1	1	2	1	1	8
OG0003082	4	1	1	0	1	1	8
OG0003083	0	1	6	0	0	1	8
OG0003084	0	1	0	7	0	0	8
OG0003085	0	2	1	4	1	0	8
OG0003086	0	1	1	4	1	1	8
OG0003087	0	1	1	4	1	1	8
OG0003088	0	1	1	4	1	1	8
OG0003089	0	1	1	4	1	1	8
OG0003090	0	1	0	6	1	0	8
OG0003091	0	1	1	4	1	1	8
OG0003092	0	2	0	5	0	1	8
OG0003093	0	1	1	4	1	1	8
OG0003094	0	1	1	4	1	1	8
OG0003095	0	1	5	0	1	1	8
OG0003096	0	1	0	0	0	7	8
OG0003097	0	1	1	4	1	1	8
OG0003098	0	1	2	2	2	1	8
OG0003099	0	1	1	4	1	1	8
OG0003100	0	1	1	4	1	1	8
OG0003101	0	1	1	4	1	1	8
OG0003102	0	2	1	4	0	1	8
OG0003103	0	1	2	4	0	1	8
OG0003104	0	1	1	4	1	1	8
OG0003105	0	2	6	0	0	0	8
OG0003106	0	1	1	4	1	1	8
OG0003107	0	1	1	4	1	1	8
OG0003108	0	1	6	0	1	0	8
OG0003109	0	0	8	0	0	0	8
OG0003110	0	0	8	0	0	0	8
OG0003111	0	0	2	3	2	1	8
OG0003112	0	0	1	6	0	1	8
OG0003113	0	0	2	6	0	0	8
OG0003114	0	0	1	5	1	1	8
OG0003115	0	0	2	3	2	1	8
OG0003116	0	0	2	6	0	0	8
OG0003117	0	0	2	6	0	0	8
OG0003118	0	0	1	7	0	0	8
OG0003119	0	0	0	6	1	1	8
OG0003120	0	0	0	6	1	1	8
OG0003121	0	0	0	6	1	1	8
OG0003122	0	0	0	6	1	1	8
OG0003123	0	0	0	6	1	1	8
OG0003124	0	0	0	8	0	0	8
OG0003125	0	0	0	8	0	0	8
OG0003126	0	0	0	6	1	1	8
OG0003127	0	0	0	6	1	1	8
OG0003128	0	0	0	8	0	0	8
OG0003129	0	0	0	7	0	1	8
OG0003130	2	0	1	2	1	1	7
OG0003131	3	0	0	2	1	1	7
OG0003132	5	0	0	2	0	0	7
OG0003133	1	0	1	5	0	0	7
OG0003134	1	0	2	2	1	1	7
OG0003135	5	0	1	0	0	1	7
OG0003136	2	0	1	2	1	1	7
OG0003137	3	0	1	1	1	1	7
OG0003138	1	0	1	3	1	1	7
OG0003139	1	1	1	2	1	1	7
OG0003140	1	0	0	5	0	1	7
OG0003141	2	0	1	2	1	1	7
OG0003142	3	0	0	3	0	1	7
OG0003143	5	1	0	0	1	0	7
OG0003144	3	0	0	4	0	0	7
OG0003145	4	0	0	2	0	1	7
OG0003146	3	1	0	2	0	1	7
OG0003147	1	1	3	2	0	0	7
OG0003148	2	0	0	5	0	0	7
OG0003149	2	0	0	4	0	1	7
OG0003150	1	0	1	4	0	1	7
OG0003151	3	0	2	0	1	1	7
OG0003152	2	0	1	4	0	0	7
OG0003153	1	0	0	4	1	1	7
OG0003154	2	0	4	0	0	1	7
OG0003155	2	0	1	4	0	0	7
OG0003156	1	1	1	2	1	1	7
OG0003157	1	1	1	2	1	1	7
OG0003158	2	0	1	2	1	1	7
OG0003159	2	1	0	4	0	0	7
OG0003160	1	0	0	6	0	0	7
OG0003161	1	1	1	2	1	1	7
OG0003162	1	1	1	2	1	1	7
OG0003163	3	0	1	2	0	1	7
OG0003164	1	0	1	4	0	1	7
OG0003165	1	0	0	6	0	0	7
OG0003166	1	0	1	3	1	1	7
OG0003167	2	0	0	5	0	0	7
OG0003168	1	0	0	6	0	0	7
OG0003169	1	1	1	2	1	1	7
OG0003170	1	0	1	5	0	0	7
OG0003171	1	0	0	6	0	0	7
OG0003172	3	0	1	2	0	1	7
OG0003173	1	1	1	2	1	1	7
OG0003174	3	0	1	2	0	1	7
OG0003175	1	0	0	4	1	1	7
OG0003176	2	0	1	3	0	1	7
OG0003177	1	0	1	3	1	1	7
OG0003178	1	1	1	2	1	1	7
OG0003179	2	0	1	2	1	1	7
OG0003180	2	0	1	2	1	1	7
OG0003181	3	0	1	2	0	1	7
OG0003182	1	0	0	6	0	0	7
OG0003183	2	1	2	2	0	0	7
OG0003184	3	0	0	2	1	1	7
OG0003185	3	1	1	0	1	1	7
OG0003186	1	1	1	2	1	1	7
OG0003187	2	0	1	3	0	1	7
OG0003188	1	0	0	6	0	0	7
OG0003189	1	0	0	6	0	0	7
OG0003190	2	1	1	2	0	1	7
OG0003191	4	1	0	0	1	1	7
OG0003192	3	0	2	2	0	0	7
OG0003193	2	1	1	1	1	1	7
OG0003194	2	0	1	4	0	0	7
OG0003195	5	0	1	0	0	1	7
OG0003196	2	0	2	0	2	1	7
OG0003197	4	0	0	3	0	0	7
OG0003198	4	0	2	0	1	0	7
OG0003199	3	0	2	0	1	1	7
OG0003200	2	0	1	2	1	1	7
OG0003201	4	0	2	0	0	1	7
OG0003202	1	0	0	6	0	0	7
OG0003203	1	1	1	2	1	1	7
OG0003204	1	0	0	6	0	0	7
OG0003205	1	0	0	6	0	0	7
OG0003206	2	0	2	3	0	0	7
OG0003207	1	0	0	4	1	1	7
OG0003208	4	0	1	0	1	1	7
OG0003209	1	0	0	6	0	0	7
OG0003210	3	1	1	0	1	1	7
OG0003211	2	0	1	2	1	1	7
OG0003212	2	0	2	2	0	1	7
OG0003213	2	0	1	2	1	1	7
OG0003214	1	0	1	4	1	0	7
OG0003215	1	0	1	5	0	0	7
OG0003216	1	0	0	6	0	0	7
OG0003217	1	0	0	6	0	0	7
OG0003218	3	1	1	0	1	1	7
OG0003219	3	0	0	4	0	0	7
OG0003220	2	0	0	2	2	1	7
OG0003221	3	0	0	4	0	0	7
OG0003222	6	0	1	0	0	0	7
OG0003223	4	1	1	0	0	1	7
OG0003224	3	0	0	4	0	0	7
OG0003225	2	1	4	0	0	0	7
OG0003226	4	0	0	2	0	1	7
OG0003227	3	1	1	1	0	1	7
OG0003228	1	0	1	5	0	0	7
OG0003229	1	0	0	6	0	0	7
OG0003230	2	0	0	0	0	5	7
OG0003231	3	0	0	4	0	0	7
OG0003232	3	0	2	0	0	2	7
OG0003233	3	0	0	4	0	0	7
OG0003234	2	1	1	3	0	0	7
OG0003235	1	0	0	6	0	0	7
OG0003236	5	0	0	2	0	0	7
OG0003237	2	1	1	2	0	1	7
OG0003238	2	0	1	3	0	1	7
OG0003239	1	0	2	2	1	1	7
OG0003240	1	1	1	2	1	1	7
OG0003241	3	0	0	4	0	0	7
OG0003242	2	1	1	1	1	1	7
OG0003243	1	0	0	6	0	0	7
OG0003244	3	0	4	0	0	0	7
OG0003245	3	1	1	0	1	1	7
OG0003246	1	0	0	4	1	1	7
OG0003247	1	0	0	6	0	0	7
OG0003248	2	0	0	5	0	0	7
OG0003249	4	0	0	2	0	1	7
OG0003250	5	0	0	2	0	0	7
OG0003251	3	0	0	4	0	0	7
OG0003252	2	1	1	1	1	1	7
OG0003253	4	0	1	0	1	1	7
OG0003254	5	0	0	0	1	1	7
OG0003255	4	0	1	2	0	0	7
OG0003256	1	0	0	5	0	1	7
OG0003257	1	0	0	6	0	0	7
OG0003258	3	0	0	4	0	0	7
OG0003259	3	1	1	0	1	1	7
OG0003260	2	1	0	2	1	1	7
OG0003261	2	0	0	4	0	1	7
OG0003262	1	0	0	6	0	0	7
OG0003263	1	0	0	6	0	0	7
OG0003264	1	0	0	6	0	0	7
OG0003265	2	1	0	2	1	1	7
OG0003266	2	1	1	2	0	1	7
OG0003267	1	0	0	6	0	0	7
OG0003268	1	0	0	6	0	0	7
OG0003269	1	1	1	2	1	1	7
OG0003270	1	1	1	2	1	1	7
OG0003271	1	0	2	3	0	1	7
OG0003272	1	0	1	4	0	1	7
OG0003273	1	0	0	6	0	0	7
OG0003274	2	1	3	0	0	1	7
OG0003275	2	2	0	2	1	0	7
OG0003276	2	1	2	0	1	1	7
OG0003277	1	0	0	6	0	0	7
OG0003278	2	0	1	2	1	1	7
OG0003279	3	0	1	0	2	1	7
OG0003280	3	1	2	0	0	1	7
OG0003281	2	0	1	2	1	1	7
OG0003282	1	0	0	5	0	1	7
OG0003283	1	0	0	6	0	0	7
OG0003284	1	1	0	4	0	1	7
OG0003285	1	0	0	6	0	0	7
OG0003286	1	1	1	2	1	1	7
OG0003287	1	0	0	6	0	0	7
OG0003288	1	0	0	6	0	0	7
OG0003289	1	0	0	6	0	0	7
OG0003290	1	1	1	2	1	1	7
OG0003291	1	0	0	6	0	0	7
OG0003292	2	1	2	1	0	1	7
OG0003293	2	0	0	4	0	1	7
OG0003294	1	1	1	2	1	1	7
OG0003295	3	0	2	0	1	1	7
OG0003296	4	1	0	0	1	1	7
OG0003297	3	0	0	2	1	1	7
OG0003298	1	1	1	2	1	1	7
OG0003299	1	0	1	4	0	1	7
OG0003300	1	0	0	6	0	0	7
OG0003301	1	0	0	6	0	0	7
OG0003302	1	0	0	6	0	0	7
OG0003303	1	2	4	0	0	0	7
OG0003304	1	1	0	4	0	1	7
OG0003305	2	1	2	0	1	1	7
OG0003306	1	1	2	2	0	1	7
OG0003307	1	0	0	6	0	0	7
